12318,West Side Retreat,Upper West Side,Private room,135,81,0.69
12343,BEST BET IN HARLEM,Harlem,Entire home/apt,150,97,0.84
12627,Entire apartment in central Brooklyn neighborhood.,Prospect-Lefferts Gardens,Entire home/apt,150,11,0.49
12937,"1 Stop fr. Manhattan! Private Suite,Landmark Block",Long Island City,Private room,130,248,2.25
12940,Charming Brownstone 3 - Near PRATT,Bedford-Stuyvesant,Entire home/apt,110,61,0.52
13050,bright and stylish duplex,Bedford-Stuyvesant,Entire home/apt,115,11,0.1
13394,Fort Greene brownstone ,Fort Greene,Private room,80,135,1.16
13808,Blue Room for 2 in Brownstone for $1350 monthly,Bedford-Stuyvesant,Private room,80,112,1.01
14287,Cozy 1BD on Central Park West in New York City,Upper West Side,Entire home/apt,151,73,0.63
14290,* ORIGINAL BROOKLYN LOFT *,Williamsburg,Entire home/apt,228,82,0.7
14314,Greenpoint Place...Has It All! ,Greenpoint,Entire home/apt,144,328,2.82
14322,Beautiful Apartment in Manhattan!!!,Kips Bay,Entire home/apt,200,19,0.22
14377,Williamsburg 1 bedroom Apartment,Williamsburg,Entire home/apt,150,105,0.9
14991,"Great Location, Manhattan Bedroom!",Lower East Side,Private room,110,19,0.17
15220,Best Location in NYC! TIMES SQUARE!,Hell's Kitchen,Private room,69,289,2.49
15338,Room in Greenpoint Loft w/ Roof,Greenpoint,Private room,49,138,1.19
15341,**Bright Nolita Apt w Doorman/Elevators/Gym**,SoHo,Entire home/apt,180,21,0.3
15385,"Very, very cozy place",Williamsburg,Private room,80,42,0.38
15396,Sunny & Spacious Chelsea Apartment,Chelsea,Entire home/apt,375,5,0.12
15711,2 bedroom - Upper East Side-great for kids,Upper East Side,Entire home/apt,250,66,0.57
16326,Comfortable 4-bedroom apt in family house.,Prospect Heights,Entire home/apt,200,143,1.33
16338,Double Room w Private Deck Clinton Hill Best Area,Clinton Hill,Private room,55,27,0.23
16421,Your Heaven in Hells Kitchen,Hell's Kitchen,Private room,52,191,1.65
16458,Light-filled 2B duplex in the heart of Park Slope!,Park Slope,Entire home/apt,225,4,0.16
16580,"Sunny, Modern room in East Village!",East Village,Private room,80,338,4.72
16595,*HAVEN LOFT - Entire Floor - Six Windows - Bricks*,Williamsburg,Entire home/apt,275,148,1.4
16821,Large Room in Amazing East Village Apt,East Village,Private room,99,106,1.26
16974,SpaHa Loft: Enormous and Bright,East Harlem,Entire home/apt,225,190,1.64
17037,Lovely EV Artist's Home,East Village,Entire home/apt,230,49,0.43
17092,Cool Room in Hell's Kitchen,Hell's Kitchen,Private room,51,23,0.43
17693,"HARLEM, NEW YORK WELCOMES YOU!!",Washington Heights,Private room,65,49,1.6
17747,BLUE TRIM GUEST HOUSE,Clinton Hill,Private room,105,105,0.92
18127,Charming East Village One Bedroom Flat,East Village,Entire home/apt,190,21,0.2
18152,Manhattan Room,Upper East Side,Private room,200,142,1.5
18198,Little King of Queens,Woodside,Private room,70,25,0.22
18590,Fort Greene Retreat on the Park,Fort Greene,Private room,95,143,1.28
18728,Beautiful Meatpacking District Loft,Chelsea,Private room,150,167,1.65
18764,Cozy 2 BR in Williamsburg ,Williamsburg,Private room,145,61,0.54
19159,Spacious luminous apt Upper West NYC,Harlem,Entire home/apt,110,54,0.49
19169,Entire 2 Bedroom - Large & Sunny,Lower East Side,Entire home/apt,285,70,0.62
19282,"Sunny, Spacious Top Floor Haven",Flatbush,Entire home/apt,130,16,0.15
19319,Private room Great Deal at Lower East Side,Lower East Side,Private room,94,94,0.84
19601,perfect for a family or small group,Brooklyn Heights,Entire home/apt,800,25,0.24
19812,2 bedroom Williamsburg Apt - Bedford L stop,Williamsburg,Entire home/apt,105,61,0.53
20299,Oh glorious spring!,East Village,Private room,60,194,1.73
20300,Great Location for NYC,East Village,Private room,50,2,0.05
20611,Cozy Bedroom in Williamsburg 3 BR,Williamsburg,Private room,85,174,1.54
20724,Sunny room+Pvte office in huge loft,Bushwick,Private room,65,24,0.28
20734,Spacious Prospect Heights Apartment,Prospect Heights,Entire home/apt,131,166,3.4
20755,"Large Parlor Room, Landmark Home 1 block to PRATT",Clinton Hill,Private room,98,16,0.2
20853,2-bed brownstone duplex + garden,Prospect Heights,Entire home/apt,250,21,0.3
20913,Charming 1 bed GR8 WBurg LOCATION!,Williamsburg,Entire home/apt,100,168,1.57
21293,Sunny Apartment in Artist Home,Bushwick,Entire home/apt,105,118,1.05
21456,Light-filled classic Central Park ,Upper West Side,Entire home/apt,140,81,0.71
21644,"Upper Manhattan, New York",Harlem,Private room,89,1,0.11
21794,COZY QUIET room 4 DOOGLERS!,Chelsea,Private room,98,30,0.27
22911,The Stuydio Modern and Light Filled,Bedford-Stuyvesant,Entire home/apt,125,139,1.23
22918,loft bed - near transportation-15min to times sq,Harlem,Private room,60,11,0.87
23135,House On Henry (3rd FLR Suite),Carroll Gardens,Entire home/apt,175,233,2.09
23501,Monkey Retreat Manhattan,Washington Heights,Private room,65,68,0.6
23686,2000 SF 3br 2bath West Village private  townhouse,West Village,Entire home/apt,500,46,0.55
24143,"Williamsburg—Steps To Subway, Private Bath&Balcony",Williamsburg,Private room,101,335,3.02
24285,Beautiful Duplex Apartment,Park Slope,Entire home/apt,220,88,0.79
25235,Large 2 Bedroom Great for Groups!,Bedford-Stuyvesant,Entire home/apt,125,162,1.46
25406,"Modern Brooklyn Apt., August sublet",Williamsburg,Entire home/apt,80,29,0.4
25696,"1,800 sq foot in luxury building",Harlem,Private room,100,170,1.61
26012,Sunny 2-story Brooklyn townhouse w deck and garden,Gowanus,Entire home/apt,200,19,0.2
26362,"Times Square, Safe, Clean and Cozy!",Hell's Kitchen,Private room,59,334,3
26520,"Cozy Room #3, Landmark Home 1 Block to PRATT",Clinton Hill,Private room,125,19,0.2
26559,Beautiful Apartment East Village,East Village,Entire home/apt,140,12,0.13
26785,Park Slope Green Guest House,South Slope,Entire home/apt,120,467,4.22
26933,2 BR / 2 Bath Duplex Apt with patio! East Village,East Village,Entire home/apt,350,7,0.06
26954,NYC fabulous views Manhattan's eye,Kips Bay,Entire home/apt,199,38,0.38
26969,2 story family home in Williamsburg,Williamsburg,Entire home/apt,325,324,3.01
27006,Comfortable UWS 2-BD Family-Friendly Brownstone,Upper West Side,Entire home/apt,235,27,0.27
27385,Great Large 1 BR apt  in East Village!,East Village,Entire home/apt,225,115,1.05
27531,Eveland Private Bed & Living Room w/ Own Entrance,South Slope,Private room,99,354,3.2
27644,Sugar Hill Rest Stop ,Harlem,Entire home/apt,170,195,2.03
27659,3 Story Town House in Park Slope,South Slope,Entire home/apt,400,16,0.24
27759,apartment next to Central park,Upper West Side,Entire home/apt,170,13,0.12
27883,East Village Sanctuary,East Village,Entire home/apt,100,25,0.23
28321,Large 1  BR in a 3 BR Brooklyn apt. next to Q Trn.,Prospect-Lefferts Gardens,Private room,75,9,0.08
28396,Modern Apt with Spectacular Views,Williamsburg,Private room,90,9,0.08
28907,Garden studio in the Upper East Sid,Upper East Side,Entire home/apt,150,21,0.19
29012,Secluded Master Bedroom in Beautiful Huge Apt,Washington Heights,Private room,85,36,0.33
29013,B & B Room 1,Bedford-Stuyvesant,Private room,70,63,0.58
29455,ACCOMMODATIONS GALORE #1,Harlem,Entire home/apt,120,155,1.42
29628,Sunny Room in New Condo,Clinton Hill,Private room,89,260,2.35
29683,Stylish & Sleek Apartment Near SoHo!,East Village,Entire home/apt,185,73,0.66
30031,NYC artists’ loft with roof deck,Greenpoint,Private room,50,193,1.86
30927,Unique & Charming small 1br Apt. LES,Lower East Side,Entire home/apt,105,32,0.29
31130,Most Central Location!,Hell's Kitchen,Private room,130,50,0.45
31555,Luminous Beautiful West Village Studio,West Village,Entire home/apt,115,26,0.25
31902,Sanctuary in East Flatbush,Flatlands,Private room,77,2,0.02
31994,Room with En Suite Bathroom & Deck,Clinton Hill,Private room,76,426,3.89
32023,FLAT MACDONOUGH,Bedford-Stuyvesant,Entire home/apt,125,227,2.09
32037,Huge Private  Floor at The Waverly,Clinton Hill,Private room,135,84,0.77
32100,"Modern Greenpoint, Brooklyn Apt",Greenpoint,Entire home/apt,250,3,0.03
32289,"Sun-drenched, artsy modernist 1 BDRM duplex",Williamsburg,Entire home/apt,199,10,0.1
32331,"Sunny, Cobble Hill Apartment",Cobble Hill,Entire home/apt,140,4,0.04
32363,Fully Furnished Basement Apartment,Flushing,Private room,140,1,0.01
32965,FLAT MACDONOUGH GARDEN,Bedford-Stuyvesant,Entire home/apt,115,124,1.72
32969,Light filled Williamsburg Apartment,Williamsburg,Entire home/apt,160,11,0.11
33009,Retreat in Williamsburg,Williamsburg,Entire home/apt,195,240,2.19
33014,NYC Zen,East Village,Entire home/apt,195,30,0.28
33223,Cozy BR in Wiliamsburg 3 Bedroom,Williamsburg,Private room,80,200,1.86
34760,Sunny Room in Old Historical Brooklyn Townhouse,Fort Greene,Private room,44,27,1.05
35526,Sun Filled Classic West Village Apt,West Village,Private room,156,79,0.74
36121,Lg Rm in Historic Prospect Heights,Prospect Heights,Private room,85,9,0.09
36133,Classic Artist Loft Williamsburg,Williamsburg,Private room,125,155,1.61
36442,Great location. Spacious on PROSPECT PARK,Prospect Heights,Entire home/apt,115,4,0.05
36647,Private Bdrm/Bathrm. New! Elevator!,East Harlem,Private room,69,34,0.32
36703,"Sunny, clean 1 bdrm in W. Village",West Village,Entire home/apt,225,134,1.24
36934,Great location in Williamsburg,Williamsburg,Entire home/apt,125,27,0.25
38638,Light and Airy Upper East Side 1 BDR apartment,Upper East Side,Entire home/apt,219,126,1.16
38663,Luxury Brownstone in Boerum Hill,Boerum Hill,Entire home/apt,475,23,0.27
39267,CENTRAL PARK LOFT all for YOU,Upper East Side,Entire home/apt,99,234,2.6
39282,Indie-Chic Share In Williamsburg,Williamsburg,Private room,69,202,1.86
39593,"A room w/ a Manhattan view, longer stay",Sunnyside,Private room,79,28,0.26
39704,"Private, Large & Sunny 1BR w/W&D",Bedford-Stuyvesant,Entire home/apt,135,309,2.86
40039,Luxurious Condo in DUBMO with View,DUMBO,Private room,250,14,0.13
40453,Charming & Cozy midtown loft any WEEK ENDS  !!!,Upper East Side,Entire home/apt,250,4,0.08
41348,* Spacious GARDEN Park Slope Duplex* 6 people max,Gowanus,Entire home/apt,250,80,2.17
41513,Convenient cozy cheap apt Manhattan,Harlem,Entire home/apt,80,2,0.04
42580,Parlor Room In Victorian Townhouse,Clinton Hill,Private room,70,294,3.47
42729,House On Henry (2nd FLR Suite),Carroll Gardens,Entire home/apt,165,150,1.4
42882,New York room with a view,St. George,Private room,70,166,1.66
43957,Sunny cozy room in Brklyn townhouse,Bushwick,Private room,50,47,0.94
44096,Room with a View,Highbridge,Private room,40,219,2.04
44161,Light+Open+Airy+Rustic+Modern Loft,Williamsburg,Entire home/apt,150,193,1.78
44212,West Inn 2 - East Village,East Village,Private room,125,84,0.78
44221,Financial District Luxury Loft,Financial District,Entire home/apt,196,114,1.06
44229,BROOKLYN VICTORIAN STYLE SUITE.....,Fort Greene,Private room,110,213,2
44288,Your own Lovely West Village Studio,West Village,Entire home/apt,170,86,0.8
44506,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,Harlem,Entire home/apt,165,80,0.75
45393,Greenwich Village Stylish Apartment,West Village,Entire home/apt,150,38,0.36
45542,Clean and Cozy Harlem Apartment,Harlem,Entire home/apt,100,18,1.79
45556,"Fort Greene, Brooklyn: Center Bedroom",Fort Greene,Private room,65,206,1.92
45910,Beautiful Queens Brownstone! - 5BR,Ridgewood,Entire home/apt,350,10,0.11
45936,Couldn't Be Closer To Columbia Uni,Morningside Heights,Private room,99,122,1.18
45940,Bright Spacious Luxury Condo,Williamsburg,Entire home/apt,200,33,0.58
46544,Park Slope haven 15 mins from Soho,Park Slope,Entire home/apt,150,52,0.5
46723,SAFE  AND BEAUTIFUL ACCOMODATION,Bedford-Stuyvesant,Private room,90,126,1.17
46911,Large Room in private Brownstone in Park Slope,Prospect Heights,Private room,120,51,0.48
47199,"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)",Upper East Side,Private room,75,199,1.85
47362,"LARGE, COMFY 1BDR W/CHARACTER!!!",Bedford-Stuyvesant,Entire home/apt,175,30,0.29
47370,Chelsea Studio sublet 1 - 2 months,Chelsea,Entire home/apt,125,3,0.03
47926,LUX APT IN TIMES SQUARE NEW BUILDING,Hell's Kitchen,Entire home/apt,275,41,0.38
48719,Designer 1 BR Duplex w/ Terrace- Spectacular Views,Lower East Side,Entire home/apt,299,109,1.04
50447,Lovely Apt & Garden;  Legal;  Best Area; Amenities,South Slope,Entire home/apt,135,151,1.43
51438,1 Bedroom in 2 Bdrm Apt- Upper East,Upper East Side,Private room,130,0,0
51485,Lower East Side $57~/night,Lower East Side,Private room,83,285,2.69
51572,Prime Location in Manhattan,Chelsea,Private room,123,375,3.52
51850,( F) Excellent/Pvt Rm,Jamaica,Private room,55,52,0.49
53137,"Quiet, sunny Midtown Manhattan apt.",Hell's Kitchen,Entire home/apt,195,10,1.01
53196,Big Room/Washer-Dryer/Wifi/AC/JMZ,Bedford-Stuyvesant,Private room,80,11,0.48
53469,cozy studio with parking spot,Middle Village,Entire home/apt,98,33,0.31
53470,Clean and convenient 2BR apartment,Ridgewood,Private room,140,6,0.06
53477,3 floors of luxury!,Middle Village,Entire home/apt,265,38,0.38
54158,The Institute—Heart of Williamsburg,Williamsburg,Entire home/apt,249,358,3.44
54453,MIDTOWN WEST - Large alcove studio,Hell's Kitchen,Shared room,105,10,0.09
54466,Beautiful Uptown Manhattan apartmnt,Harlem,Private room,200,0,0
54508,Sml Rm in pr Brst  Park Sl great for Med/students,Prospect Heights,Private room,100,226,2.12
54544,City Room - Private Penthouse Apt.,Harlem,Entire home/apt,121,104,1
54626,Cozy bedroom by Yankee Stadium,Highbridge,Private room,45,138,1.45
54860,Great apartment with private bathroom and entrance,East Harlem,Private room,100,204,1.92
55467,Private Garden Apt • New Renovation,Williamsburg,Entire home/apt,140,253,3.04
55498,Modern comfort in art infused landmark Brownstone,Bedford-Stuyvesant,Private room,71,23,0.22
55668,"NOHO/EAST VILLAGE, PRIVATE 1/2 BATH",NoHo,Private room,130,115,1.17
55737,Sleek & Comfortable Soho Apt,West Village,Entire home/apt,199,129,1.22
55959,Spacious Williamsburg Share w/ LOFT BED,Williamsburg,Private room,69,82,1.13
55982,Cozy 2 br in sunny Fort Greene apt,Fort Greene,Private room,68,37,0.35
56467,Cozy East Village Railroad 1 Bed!,East Village,Entire home/apt,130,204,2.04
56525,1 Bedroom Loft w/ Private Roof Deck,Greenpoint,Entire home/apt,195,69,0.65
56859,City Room - Private & Comfy Bedroom,Harlem,Private room,64,192,1.84
57166,Elegant NYC Pad,Ditmars Steinway,Entire home/apt,140,17,0.16
57297,"Clean & bright 1BR in Cobble Hill, GREAT location!",Cobble Hill,Entire home/apt,159,222,2.12
57468,"Modern, Large East Village Loft",East Village,Entire home/apt,189,205,1.96
57618,"Great new apt, close to everything",Hell's Kitchen,Entire home/apt,250,94,0.96
57740,Quiet & Clean Retreat in the City,East Village,Entire home/apt,239,7,0.07
57754,Stylish Large Gramercy Loft!,Flatiron District,Entire home/apt,305,108,1.09
57874,The Brownstone-Luxury 1 Bd Apt/NYC,Harlem,Entire home/apt,155,222,2.1
58059,PRIVATE Room on Historic Sugar Hill,Harlem,Private room,60,458,4.58
58062,South Slope Green,Windsor Terrace,Private room,135,21,0.26
58467,"17 Flr. Manhattan Views, Nr. Subway",Roosevelt Island,Private room,120,17,0.3
59014,"Spacious 1BR, Adorable Clean Quiet",Lower East Side,Entire home/apt,150,41,0.39
59121,"Nice, clean, safe, convenient 3BR",Ridgewood,Entire home/apt,140,1,0.01
59642,Franklin St Flat in Trendy Greenpoint Brooklyn,Greenpoint,Entire home/apt,135,69,0.67
59709,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",Chinatown,Entire home/apt,250,18,0.18
59855,One bedroom Apt. in NYC,Midtown,Entire home/apt,250,82,0.78
60164,"Beautiful, elegant 3 bed SOHO loft",SoHo,Entire home/apt,500,94,0.99
60457,Spacious Greenwich Village Apt,Greenwich Village,Entire home/apt,225,10,0.1
60611,SpaHa Studio Monthly Rental,East Harlem,Entire home/apt,125,183,1.83
60666,City Room - Private Luxury Suite,Harlem,Private room,92,189,1.82
60673,Private Room/bath Luxurious Harlem,Harlem,Private room,175,1,0.11
60680,The gem of the East Village,East Village,Entire home/apt,99,127,1.22
60794,"Bright and spacious, garden below!",Upper West Side,Entire home/apt,195,4,0.04
60948,ACCOMMODATIONS GALORE #2,East Harlem,Entire home/apt,140,135,1.3
61167,Colorful Private One Bedroom Apt,Little Italy,Entire home/apt,135,21,0.2
61224,Huge Chelsea Loft,Chelsea,Entire home/apt,500,35,0.34
61406,Great room in great location,Harlem,Private room,80,10,2.21
61492,Exclusive Room with Private Bath in  LES,Chinatown,Private room,120,171,1.8
61509,"Quiet, clean midtown apt w. elevato",Midtown,Entire home/apt,110,92,0.9
62095,BK Sweet Suite w/Kitchen&FullBath,East Flatbush,Entire home/apt,65,238,2.3
62427,Great East Village Apartment Rental,East Village,Entire home/apt,130,56,0.58
62430,BROWNSTONE SUNDRENCHED BEAUTY,Bushwick,Entire home/apt,99,111,2.13
62452,A SpeciaL!! Private Room in NY,Tompkinsville,Private room,36,193,1.85
62461,B NYC Staten Alternative...,Tompkinsville,Private room,37,147,1.44
62787,C Private Room By The Ferry,Tompkinsville,Private room,37,177,1.71
62891,Smallest House In The Village,East Village,Entire home/apt,175,185,1.78
62903,Beautiful modern studio apartment in heart of NYC,Chelsea,Entire home/apt,205,62,0.7
62925,Beautiful Landmarked Duplex,Greenpoint,Entire home/apt,285,124,1.22
63299,BROOKLYN > Guest Room w/ Queen Bed in Williamsburg,Williamsburg,Private room,59,181,1.77
63320,D Private Che@p Room 2 Explore NYC,Tompkinsville,Private room,36,333,3.19
63360,Safe cute near subway& Manhattan NY NY retro style,Astoria,Entire home/apt,99,441,4.5
63546,Large and Cozy Private Bedroom,Kensington,Private room,39,45,0.46
63573,Small tidy bedroom in duplex,Park Slope,Private room,60,9,0.09
63588,LL3,Clason Point,Private room,90,0,0
63610,DOMINIQUE'S NY mini efficiency* wifi*metro*quiet,Eastchester,Entire home/apt,105,38,0.5
63657,"Private, Large & Sunny Top Floor Apt  w/W&D",Bedford-Stuyvesant,Entire home/apt,135,248,2.39
63693,Cottage in the Village,East Village,Entire home/apt,390,143,1.38
63719,BEDROOM1 FOR RENT 10min from Manhan,Bedford-Stuyvesant,Private room,70,36,0.41
63913,"HOSTING YOUR  SUNNY, SPACIOUS NYC ROOM",Inwood,Private room,75,0,0
64000,Williamsburg near soho. / loftbed,Williamsburg,Private room,60,14,0.14
64015,Prime East Village 1 Bedroom,East Village,Entire home/apt,200,0,0
64107,BROOKLYN  STUDIO APARTMENT,Crown Heights,Private room,100,279,2.69
64277,BEDROOM2 FOR RENT  10min from Manh,Bedford-Stuyvesant,Private room,70,18,0.22
64314,cozy bedroom in lovely garden apt,Crown Heights,Private room,110,50,3.55
64365,Crown Heights Garden Apt.,Crown Heights,Private room,60,227,2.27
64707,Amazing  Sunny & Breezy Home In the Heart of  NYC,Little Italy,Entire home/apt,90,1,0.16
64837,ENJOY Downtown NYC!!,East Village,Private room,68,203,1.96
65019,Charming UWS Treehouse Apt,Upper West Side,Entire home/apt,115,210,2.1
65268,Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn,Bedford-Stuyvesant,Private room,75,64,0.67
65556,"Room in S3rd/Bedford, Williamsburg",Williamsburg,Private room,60,0,0
65562,CHARMING EAST VILLAGE 2 (or 1) BR,East Village,Entire home/apt,129,5,0.15
65615,Farmhouse Apartment in Williamsburg,Williamsburg,Entire home/apt,130,49,0.48
65660,Bright+Spacious Williamsburg Abode!,Williamsburg,Entire home/apt,95,132,1.27
65813,"Suite Sugar Hill, Harlem, Private Rm in Hosted Apt",Harlem,Private room,75,20,0.26
65834,Beautiful 1 Bedroom Apt Park Slope,Park Slope,Entire home/apt,175,11,0.11
66008,CHARMING CARROLL GARDENS APT.,Carroll Gardens,Entire home/apt,190,51,0.57
66026,Private Bedroom Brownstone Brooklyn,Crown Heights,Private room,49,15,0.15
66251,East Village Loft with Piano & Patio,East Village,Entire home/apt,212,67,1.31
66275,Lower East Side Magic Room,Lower East Side,Private room,95,109,1.11
66451,**Fantastic Williamsburg Apt**,Williamsburg,Entire home/apt,140,9,0.11
66718,West Harlem Home Base - Eco-Apt.,Harlem,Entire home/apt,135,187,1.87
66741,Charming Garden Apt in Park Slope,Park Slope,Entire home/apt,150,214,2.08
66974,"Lovely, Modern, Garden Apartment",Gowanus,Entire home/apt,190,69,0.79
67288,Central Park 1BR sunny condo,East Harlem,Entire home/apt,124,22,0.26
67299,Cozy Garden Apartment  in Williamsburg,Williamsburg,Entire home/apt,135,56,0.56
67397,SoHa comfort-by NW Central Park!,Morningside Heights,Private room,122,93,0.93
68099,Cozy room in Upper West Side,Upper West Side,Private room,109,104,1.05
68305,Cozy Private Room in Apartment,Harlem,Private room,85,64,0.68
68403,The Cozy Brownstone Inn (discount)!,Bedford-Stuyvesant,Entire home/apt,145,127,1.25
68735,Prewar Penthouse w Private Terrace,Upper West Side,Entire home/apt,195,30,0.32
68765,Designer 2.5 BR Loft in Carroll Gardens by Subway,Carroll Gardens,Entire home/apt,250,106,1.34
68900,Bright Beautiful Brooklyn,Greenpoint,Private room,125,6,0.1
68974,Unique spacious loft on the Bowery,Little Italy,Entire home/apt,575,191,1.88
69894,"Nice renovated apt, prime location!",Upper West Side,Entire home/apt,150,48,0.55
69921,Brooklyn Writer's Nook,Bushwick,Private room,70,47,0.49
70095,Private Bedroom in Large NYC Apartment,Inwood,Private room,90,120,1.27
70128,"Large, Sunny Room East Village NYC",East Village,Private room,65,52,0.63
70609,Great Large 3 BR/2 Bath Duplex with Private Patio!,East Village,Entire home/apt,500,48,0.48
71010,All That Jazz. Uptown style on Sugar Hill.,Washington Heights,Entire home/apt,250,32,0.43
71248,Bright and lovely 1 bdrm apt in LES,Chinatown,Entire home/apt,125,43,0.42
71366,Beautiful One Bed West Village - 4 Month Special,West Village,Entire home/apt,200,39,0.44
71384,Gigantic Private Brooklyn Loft!,Greenpoint,Entire home/apt,229,50,0.5
71812,Condo Apartment with laundry in unit,Kingsbridge,Entire home/apt,90,4,0.35
72190,1BR: See Central Park from Terrace!,Upper West Side,Entire home/apt,110,38,0.39
72265,Private room in cozy Greenpoint,Greenpoint,Private room,59,29,0.36
74073,Food & Music Dream Apartment in Williamsburg,Williamsburg,Entire home/apt,195,59,0.6
74240,French Garden cottage off Bedford,Williamsburg,Entire home/apt,169,68,0.67
74333,Alcove Studio w/ outdoor Patio Deck,East Harlem,Entire home/apt,113,26,0.27
74404,Luxury 3 bed/ 2 bath apt in Harlem w/ terrace,Harlem,Entire home/apt,250,31,0.31
74680,One Bedroom Mini studio - Free WIFI,Astoria,Entire home/apt,115,198,2.01
74860,"Sunlit and Cozy Williamsburg/Greenpoint, Brooklyn",Greenpoint,Private room,55,1,0.01
75193,BROOKLYN > Guest Room w/ King Bed in Williamsburg,Williamsburg,Private room,69,220,2.17
75635,Bright Cozy Chinatown Studio Apt.,Lower East Side,Entire home/apt,150,286,2.81
76761,Eveland the Place to Stay & Enjoy a 5-⭐️ 2bdrm,South Slope,Entire home/apt,169,398,3.97
77765,Superior @ Box House,Greenpoint,Private room,179,36,0.36
77936,Hells Kitchen Garden of Eden,Hell's Kitchen,Private room,150,36,0.36
78919,"Historic House Boerum Hill, BK, NYC",Boerum Hill,Entire home/apt,135,6,0.1
79067,Lovely 3 bedroom in Italianate Brownstone w/garden,Clinton Hill,Entire home/apt,350,14,0.3
79782,"Williamsburg HUGE, PRIVATE BATH - Next to Train!",Williamsburg,Private room,120,76,0.76
80493,Cozy room in East Village with AC,East Village,Private room,71,182,1.81
80684,Duplex w/ Terrace @ Box House Hotel,Greenpoint,Private room,349,8,0.09
80700,Loft w/ Terrace @ Box House Hotel,Greenpoint,Private room,349,7,0.07
80924,Spacious 3 Bedroom Duplex in Park Slope,Park Slope,Entire home/apt,165,34,0.51
81739,Loft w/ Terrace @ Box House Hotel,Greenpoint,Private room,249,2,0.02
